4;Ochai Agbaji;SG;22;UTA;59;22;20.5;2.8;6.5;0.427;1.4;3.9;0.355;1.4;2.7;0.532;0.532;0.9;1.2;0.812;0.7;1.3;2.1;1.1;0.3;0.3;0.7;1.7;7.9
6;Nickeil Alexander-Walker;SG;24;TOT;59;3;15;2.2;5;0.444;1;2.7;0.384;1.2;2.3;0.515;0.547;0.7;1;0.667;0.3;1.5;1.7;1.8;0.5;0.4;0.9;1.5;6.2
7;Grayson Allen;SG;27;MIL;72;70;27.4;3.4;7.7;0.44;2;5.1;0.399;1.4;2.7;0.518;0.571;1.6;1.8;0.905;0.8;2.4;3.3;2.3;0.9;0.2;1;1.6;10.4
24;Desmond Bane;SG;24;MEM;58;58;31.7;7.8;16.2;0.479;2.9;7;0.408;4.9;9.2;0.534;0.568;3.1;3.5;0.883;0.7;4.3;5;4.4;1;0.4;2.2;2.6;21.5
29;RJ Barrett;SG;22;NYK;73;73;33.9;7;16.1;0.434;1.7;5.3;0.31;5.3;10.8;0.495;0.485;4;5.4;0.74;0.8;4.2;5;2.8;0.4;0.2;2.2;2.5;19.6
30;Will Barton;SG;32;TOT;56;2;17.7;2.5;6.5;0.379;1.2;3.2;0.367;1.3;3.3;0.391;0.47;0.7;0.8;0.787;0.3;2.2;2.4;2;0.5;0.2;0.9;1;6.8
35;Bradley Beal;SG;29;WAS;50;50;33.5;8.9;17.6;0.506;1.6;4.4;0.365;7.3;13.2;0.552;0.551;3.8;4.6;0.842;0.8;3.1;3.9;5.4;0.9;0.7;2.9;2.1;23.2
36;Malik Beasley;SG;26;TOT;81;27;25.8;4.6;11.6;0.395;2.9;8.1;0.357;1.7;3.4;0.484;0.52;0.6;0.8;0.769;0.4;3.1;3.5;1.5;0.8;0.1;1.1;1.3;12.7
45;Bogdan Bogdanovi?;SG;30;ATL;54;9;27.9;5.1;11.3;0.447;2.7;6.7;0.406;2.4;4.6;0.506;0.566;1.2;1.4;0.831;0.4;2.6;3.1;2.8;0.8;0.3;1.2;1.6;14
48;Leandro Bolmaro;SG;22;UTA;14;0;4.9;0.2;1.4;0.15;0;0.3;0;0.2;1.1;0.188;0.15;0;0;0;0.3;0.2;0.5;0.5;0.2;0.1;0.5;0.7;0.4
49;Devin Booker;SG;26;PHO;53;53;34.6;9.9;20.1;0.494;2.1;6;0.351;7.8;14.2;0.554;0.546;5.8;6.8;0.855;0.9;3.7;4.5;5.5;1;0.3;2.7;3;27.8
50;Brandon Boston Jr.;SG;21;LAC;22;1;11.3;2.3;5.5;0.418;0.5;1.3;0.414;1.8;4.2;0.419;0.467;1.3;1.7;0.763;0.3;1;1.4;0.9;0.4;0;0.5;1;6.5
52;James Bouknight;SG;22;CHO;34;0;15.1;2;5.7;0.358;1;3.2;0.303;1.1;2.5;0.429;0.443;0.6;0.9;0.667;0.2;1.9;2.1;1.2;0.4;0.1;0.9;1.4;5.6
57;Christian Braun;SG;21;DEN;76;6;15.5;1.9;3.8;0.495;0.4;1.3;0.354;1.4;2.5;0.565;0.554;0.5;0.8;0.625;0.6;1.8;2.4;0.8;0.5;0.2;0.5;1.3;4.7
62;Bruce Brown;SG;26;DEN;80;31;28.5;4.5;9.3;0.483;1.1;3.2;0.358;3.3;6.1;0.548;0.545;1.5;1.9;0.758;0.8;3.3;4.1;3.4;1.1;0.6;1.5;2.4;11.5
65;Kendall Brown;SG;19;IND;6;0;6.7;0.7;1.2;0.571;0;0.2;0;0.7;1;0.667;0.571;0.2;0.3;0.5;0.3;0.7;1;0.5;0.7;0;0.3;1.5;1.5
67;Sterling Brown;SG;27;LAL;4;0;6;0;1;0;0;0.5;0;0;0.5;0;0;0;0;0;0.8;1.3;2;0.5;0.8;0;0;1;0
72;Alec Burks;SG;31;DET;51;8;22;3.9;9;0.436;1.9;4.7;0.414;2;4.3;0.459;0.544;3;3.7;0.814;0.4;2.7;3.1;2.2;0.7;0.2;1.1;1.9;12.8
73;Deonte Burton;SG;29;SAC;2;0;3;0;1;0;0;0.5;0;0;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0
74;Jared Butler;SG;22;OKC;6;1;12.8;2.5;5.3;0.469;1.2;2.3;0.5;1.3;3;0.444;0.578;0;0;0;0.2;0.5;0.7;1.3;0.8;0;0.8;0.8;6.2
78;Kentavious Caldwell-Pope;SG;29;DEN;76;76;31.3;3.8;8.3;0.462;1.8;4.2;0.423;2.1;4.1;0.502;0.569;1.4;1.6;0.824;0.5;2.3;2.7;2.4;1.5;0.5;1.1;1.9;10.8
90;Max Christie;SG;19;LAL;41;3;12.5;1.1;2.6;0.415;0.6;1.5;0.419;0.4;1.1;0.409;0.538;0.3;0.4;0.875;0.2;1.7;1.8;0.5;0.2;0.2;0.3;0.8;3.1
91;Josh Christopher;SG;21;HOU;64;2;12.3;2.4;5.1;0.465;0.3;1.4;0.236;2.1;3.8;0.55;0.497;0.7;0.9;0.75;0.3;0.8;1.1;1.1;0.5;0.2;0.9;0.9;5.8
93;Jordan Clarkson;SG;30;UTA;61;61;32.6;7.5;16.9;0.444;2.5;7.5;0.338;5;9.4;0.53;0.519;3.3;4;0.816;1.2;2.9;4;4.4;0.5;0.2;3;2;20.8
95;Amir Coffey;SG;25;LAC;50;9;12.5;1.1;2.9;0.386;0.2;0.8;0.275;0.9;2.1;0.429;0.424;1;1.3;0.778;0.3;0.7;1.1;1.1;0.1;0.1;0.4;1;3.4
100;Pat Connaughton;SG;30;MIL;61;33;23.7;2.7;6.9;0.392;1.8;5.3;0.339;0.9;1.6;0.566;0.521;0.4;0.7;0.659;0.8;3.8;4.6;1.3;0.6;0.2;0.5;1.1;7.6
105;Jarrett Culver;SG;23;ATL;10;1;13.7;1.7;4.3;0.395;0.1;1.2;0.083;1.6;3.1;0.516;0.407;0.9;1.3;0.692;1;2.8;3.8;0.6;0.6;0.2;0.7;1.4;4.4
107;Seth Curry;SG;32;BRK;61;7;19.9;3.4;7.4;0.463;1.5;3.8;0.405;1.9;3.6;0.525;0.568;0.8;0.9;0.927;0.2;1.4;1.6;1.6;0.6;0.1;0.8;1.6;9.2
